"playerId","eventTime","connection_time","kills","deaths","suicides","skill","shots","hits","game","headshots","teamkills","kill_streak","death_streak","skill_change"
86527,"2023-11-07",31,0,0,0,1000,0,0,tf,0,0,0,0,0
76070,"2023-11-07",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76059,"2023-11-07",0,0,0,0,1000,0,0,tf,0,0,0,0,0
86498,"2023-11-07",192,0,0,0,1000,0,0,tf,0,0,0,0,0
76070,"2023-11-08",0,0,0,0,1000,0,0,tf,0,0,0,0,0
86592,"2023-11-12",5552,0,0,0,1000,0,0,tf,0,0,0,0,0
86590,"2023-11-12",6421,0,0,0,1000,0,0,tf,0,0,0,0,0
86591,"2023-11-12",6298,0,0,0,1000,0,0,tf,0,0,0,0,0
86587,"2023-11-12",3650,0,0,0,1000,0,0,tf,0,0,0,0,0
66191,"2023-11-12",106,0,0,0,1378,0,0,tf,0,0,0,0,0
86588,"2023-11-12",1440,0,0,0,1000,0,0,tf,0,0,0,0,0
28609,"2023-11-12",816,0,0,0,1026,0,0,tf,0,0,0,0,0
86589,"2023-11-12",73,0,0,0,1000,0,0,tf,0,0,0,0,0
86585,"2023-11-12",4202,0,0,0,1000,0,0,tf,0,0,0,0,0
86586,"2023-11-12",4119,0,0,0,1000,0,0,tf,0,0,0,0,0
86584,"2023-11-12",85,0,0,0,1000,0,0,tf,0,0,0,0,0
86581,"2023-11-12",1157,0,0,0,1000,0,0,tf,0,0,0,0,0
86582,"2023-11-12",311,0,0,0,1000,0,0,tf,0,0,0,0,0
86583,"2023-11-12",269,0,0,0,1000,0,0,tf,0,0,0,0,0
76070,"2023-11-12",0,0,0,0,1000,0,0,tf,0,0,0,0,0
86579,"2023-11-12",42,0,0,0,1000,0,0,tf,0,0,0,0,0
86580,"2023-11-12",1370,0,0,0,1000,0,0,tf,0,0,0,0,0
86597,"2023-11-17",3919,0,0,0,1000,0,0,tf,0,0,0,0,0
86625,"2023-11-17",300,0,0,0,1000,0,0,tf,0,0,0,0,0
11529,"2023-11-17",103,0,0,0,18299,0,0,tf,0,0,0,0,0
86626,"2023-11-17",2,0,0,0,1000,0,0,tf,0,0,0,0,0
70609,"2023-11-17",52,0,0,0,15781,0,0,tf,0,0,0,0,0
83423,"2023-11-18",0,0,0,0,1000,0,0,tf,0,0,0,0,0
86620,"2023-11-16",1,0,0,0,1000,0,0,tf,0,0,0,0,0
86621,"2023-11-16",390,0,0,0,1000,0,0,tf,0,0,0,0,0
86339,"2023-11-16",4344,0,0,0,1000,0,0,tf,0,0,0,0,0
86338,"2023-11-16",4072,0,0,0,1000,0,0,tf,0,0,0,0,0
86622,"2023-11-16",111,0,0,0,1000,0,0,tf,0,0,0,0,0
83422,"2023-11-17",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76070,"2023-11-17",0,0,0,0,1000,0,0,tf,0,0,0,0,0
5360,"2023-11-17",65,0,0,0,1001,0,0,tf,0,0,0,0,0
86624,"2023-11-17",243,0,0,0,1000,0,0,tf,0,0,0,0,0
85767,"2023-11-17",69,0,0,0,1000,0,0,tf,0,0,0,0,0
86596,"2023-11-17",3451,0,0,0,1000,0,0,tf,0,0,0,0,0
86623,"2023-11-17",3,0,0,0,1000,0,0,tf,0,0,0,0,0
83423,"2023-11-17",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76059,"2023-11-17",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76069,"2023-11-17",0,0,0,0,1000,0,0,tf,0,0,0,0,0
25413,"2023-11-18",10790,0,0,0,47299,0,0,tf,0,0,0,0,0
49173,"2023-11-18",7078,0,0,0,39615,0,0,tf,0,0,0,0,0
225,"2023-11-18",6278,0,0,0,126102,0,0,tf,0,0,0,0,0
78482,"2023-11-18",6602,0,0,0,16783,0,0,tf,0,0,0,0,0
83792,"2023-11-18",137,0,0,0,1004,0,0,tf,0,0,0,0,0
871,"2023-11-18",5319,0,0,0,35140,0,0,tf,0,0,0,0,0
70988,"2023-11-18",8690,0,0,0,51364,0,0,tf,0,0,0,0,0
10345,"2023-11-18",8901,0,0,0,54328,0,0,tf,0,0,0,0,0
86634,"2023-11-18",13,0,0,0,1000,0,0,tf,0,0,0,0,0
78412,"2023-11-18",4535,0,0,0,23668,0,0,tf,0,0,0,0,0
86635,"2023-11-18",550,0,0,0,1000,0,0,tf,0,0,0,0,0
86636,"2023-11-18",880,0,0,0,1000,0,0,tf,0,0,0,0,0
256,"2023-11-18",5714,0,0,0,46931,0,0,tf,0,0,0,0,0
86637,"2023-11-18",27,0,0,0,1000,0,0,tf,0,0,0,0,0
86638,"2023-11-18",580,0,0,0,1000,0,0,tf,0,0,0,0,0
86639,"2023-11-18",271,0,0,0,1000,0,0,tf,0,0,0,0,0
9434,"2023-11-18",2768,0,0,0,76120,0,0,tf,0,0,0,0,0
